Nome: CHAPECO
Codigo Estacao: A895
Latitude: -27.0853111
Longitude: -52.6357111
Altitude: 679
Situacao: Operante
Data Inicial: 2019-02-18
Data Final: 2024-11-30
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2022-07-16;8.4;23.2;19.8;16.7;72.7;17.3;7.2;
2022-07-17;4;13;8.1;6.5;87.5;13.5;3.3;
2022-07-18;0;20.1;10.6;4.6;84.3;8;3.1;
2022-07-19;12.8;19.8;15.8;6.1;90.5;11.4;3.4;
2022-07-20;0;26.1;18.5;13.3;82.7;7.8;3.6;
2022-07-21;0;25.2;20.4;15.4;71.9;11.4;3.4;
2022-07-22;0;25.6;21.1;18;63.5;13.2;4.1;
2022-07-23;0;26.3;21.5;18.8;54;11.1;3.8;
2022-07-24;0;26.4;21.2;17.3;58.6;7.9;3.1;
2022-07-25;0;25.8;20.2;16.2;59.2;5.9;3.2;
2022-07-26;0;26.5;20.3;15;64.6;7.1;2.9;
2022-07-27;0;25.3;19.9;15.9;66.8;7.1;3.1;
2022-07-28;0;26.2;20.7;16.8;63.3;13.8;4.7;
2022-07-29;14;22;10.3;6;80.6;21.8;3.8;
2022-07-30;0;16.9;10.3;5;79;8.5;2.5;
2022-07-31;.2;20.9;13.3;6.4;71.7;8.6;3.8;
2022-08-01;0;23.2;16.6;8.7;66.5;7.1;2.8;
2022-08-02;0;27.4;20.4;14.8;61.3;8.9;3.3;
2022-08-03;0;27.8;21.5;16.5;56.3;11.1;3.7;
2022-08-04;0;23.5;18.8;19.3;71.4;14;5.2;
2022-08-05;12.6;16.8;13;10.6;84.7;10.5;2.9;
2022-08-06;0;12.5;10.6;7.9;91.9;10.3;3.6;
2022-08-07;40.2;16.4;13.4;8.8;94.8;12.7;2.7;
2022-08-08;4.4;18;15.1;12.8;86;8.9;3.3;
2022-08-09;0;16.9;13.7;13.5;92.1;10.9;3;
2022-08-10;10.8;12.3;10;8.2;88;18;5.5;
2022-08-11;.4;18.5;11.2;6.7;81.5;8.5;3.3;
2022-08-12;.2;20;13.9;8.4;73.1;7.8;2.5;
2022-08-13;0;21.9;16.5;11.8;66;10.5;4;
2022-08-14;0;23.9;17.2;12.6;73.3;10;4.3;
2022-08-15;0;27.7;22.9;13.9;49.9;17.5;7.5;
2022-08-16;19.4;25.1;17.8;15.6;81.4;15.6;3.9;
2022-08-17;0;21.8;16.7;13.1;82.8;13.9;4.2;
2022-08-18;79.8;17.5;12.2;13.4;86.2;13.8;5.1;
2022-08-19;1;11.6;6.5;2.7;65.5;11;3.5;
2022-08-20;0;16.2;8.9;2.7;66;8;2.5;
2022-08-21;0;19.9;12.4;5.5;70;8.2;3;
2022-08-22;0;21.3;14.6;9.3;74.7;8.3;2.7;
2022-08-23;0;24.7;16.7;10.4;68.4;7.2;3.4;
2022-08-24;0;24.9;17.9;11.8;60.6;6.5;3.2;
2022-08-25;0;25.9;18.9;13.5;57;6.5;3.1;
2022-08-26;0;26.7;19.5;13;59.6;5.7;2.5;
2022-08-27;0;28.2;21.5;15.9;53.8;11.7;3.7;
2022-08-28;0;22.7;16.3;16.4;78;11.2;3.8;
2022-08-29;6.4;13.7;8.3;2.8;68.4;13.6;6.1;
2022-08-30;0;20.1;11.9;5;64.2;11.2;4.1;
2022-08-31;0;22.3;14.1;7.4;65;9.4;3.4;
2022-09-01;0;27.3;19.6;11.4;62.9;10.3;4.2;
2022-09-02;11.6;23.5;16.5;14.6;87.9;22.2;4;
2022-09-03;21.4;16.4;13.2;11.2;69.8;10.3;4;
2022-09-04;0;16.6;10;3.4;60.4;10.5;3.8;
2022-09-05;0;17.9;13.3;6.6;74.1;7.6;2.5;
2022-09-06;4.8;17.2;14.6;11.8;84.8;9.1;3.2;
2022-09-07;0;19.7;15.8;13.4;78.9;8.8;3.3;
2022-09-08;.2;28.5;21.4;14;69.3;12.6;4.4;
2022-09-09;0;26.8;24;20.8;64;13.7;6.1;
2022-09-10;.2;21;13;8.6;79.7;11;4.2;
2022-09-11;0;22.2;13.2;6.6;67;10.1;4.3;
2022-09-12;13.4;19.4;15.8;10.6;91.3;7.5;3.3;
2022-09-13;1;21.8;16.6;13;84.8;7.2;2.1;
2022-09-14;0;19.6;14.4;10.9;74.3;11.5;3.8;
2022-09-15;0;21.2;15.1;10.6;69.9;9.8;3.8;
2022-09-16;0;21.6;16.2;11.5;67.6;9.4;3.8;
2022-09-17;0;23.3;16.3;10.7;59.8;9.9;3.6;
2022-09-18;0;24.3;16.8;9.4;53.1;9.7;3.8;
2022-09-19;15.6;20.8;14.9;12.7;83;14.6;3.5;
2022-09-20;17.4;21.7;16.8;12.4;79.3;8.2;2.9;
2022-09-21;0;20;16.1;13;85.3;10.8;3.7;
2022-09-22;37.4;16.9;14.5;13.6;80.8;14.1;4.7;
2022-09-23;0;15.8;10.1;4.6;66.1;12.7;3.5;
2022-09-24;0;20.8;12.8;5.8;59.5;8;2.9;
2022-09-25;0;19;14.8;10.2;75;10.9;3.6;
2022-09-26;11.4;21.3;16.1;12.5;86.8;10.5;2.4;
2022-09-27;0;19.9;16.8;13.1;84.9;8.7;2.9;
2022-09-28;.4;18.5;15.3;14;85;11.7;4.3;
2022-09-29;.4;16.2;13.5;12;88.1;10.2;4.1;
2022-09-30;9.8;22.4;15.4;12.3;88.5;8.6;3.3;
2022-10-01;14.8;23.2;17.9;14.6;79.4;7.3;2.2;
2022-10-02;0;24.3;18.1;12.7;65;8.1;3.4;
2022-10-03;0;23.6;17.4;11.5;60.2;10.4;3.7;
2022-10-04;0;25.1;17.9;11.3;57.2;10.8;3.5;
2022-10-05;0;27.7;20.3;13.9;63.8;8.5;3.5;
2022-10-06;56.2;22.5;18.7;16.4;85.3;14.1;4.7;
2022-10-07;26;19;14.6;11;80.9;15.6;4.5;
2022-10-08;0;24.1;17;10.5;61.6;10;3;
2022-10-09;0;20.1;16.1;13;70;10.9;3;
2022-10-10;22;15.2;12.9;11.3;95.4;10.9;4.2;
2022-10-11;64.8;16.6;15.7;12.3;95.3;9.4;3.3;
2022-10-12;26.2;18.1;14.8;12.5;92;9.4;2.5;
2022-10-13;.4;25.5;18.2;12.8;83.3;7.8;2.8;
2022-10-14;33.6;23.2;18.3;14.9;81.7;10.6;3.9;
2022-10-15;0;25.6;19.6;14.9;71.2;10.9;4.4;
2022-10-16;35.6;25.6;19.5;15.2;77.5;8.8;2.7;
2022-10-17;0;25.9;19.7;15.9;77;7.5;2.8;
2022-10-18;5;21.5;17.7;16.4;85.6;10.5;4.2;
2022-10-19;2.8;27.9;20.6;15.5;79;6.1;2.8;
2022-10-20;24;23.6;17.7;16.4;91.9;11.5;3.4;
2022-10-21;7.4;23.3;17.6;14.5;83.7;11;3.2;
2022-10-22;null;24.1;18.3;13.5;76.9;8.5;2.4;
2022-10-23;0;26.6;20.1;12.9;73.2;8.6;2.4;
2022-10-24;0;27.3;20.6;13.9;null;10.3;3.3;
2022-10-25;0;30;22.3;14.2;null;7.6;3;
2022-10-26;0;31.3;24.4;18.4;null;14.1;4.6;
2022-10-27;8.2;26.2;19.8;15.9;77.4;16.1;3.3;
2022-10-28;0;29.2;22.2;15.9;68;8.6;2.4;
2022-10-29;3.4;24.6;19.3;17.2;80.9;16.4;3.9;
2022-10-30;25.4;20.8;18.8;16.4;83.8;17.3;5;
2022-10-31;5.8;19.4;15.7;16.4;94.6;14.2;3.6;
2022-11-01;11;15.8;10.5;7.3;69.5;11.3;4.4;
2022-11-02;0;18.8;12.1;6;52.5;12.4;4.4;
2022-11-03;0;22.5;15.7;9.2;54.5;9.9;3.5;
2022-11-04;0;23.6;17.3;11;53.5;9.5;3.5;
2022-11-05;null;24.3;null;11.5;53.3;10.3;3.3;
2022-11-06;0;24.2;18.1;12.5;52.5;9.8;3.8;
2022-11-07;0;23.7;17.4;11.3;53.8;11.4;4.2;
2022-11-08;0;25;17.8;12;58.8;11.9;4.1;
2022-11-09;0;26.6;19.1;11.3;51.5;10.3;3.1;
2022-11-10;0;30.5;21.6;13.7;48.1;9.7;3.5;
2022-11-11;0;24;20.1;17.4;64.3;9.3;3.7;
2022-11-12;0;27.2;20.5;15.6;72;17.8;3;
2022-11-13;11;22.1;18.8;16.6;85.2;9.8;3.3;
2022-11-14;9.6;26.3;20.7;17.3;70.4;15;5;
2022-11-15;0;25;19.2;14.2;50.1;11.4;3.4;
2022-11-16;0;27.4;21.3;14.3;45.2;11;3.1;
2022-11-17;0;28.1;22.2;15.7;39.8;9.9;4.3;
2022-11-18;0;29.2;23;15.9;39.3;9;3.7;
2022-11-19;0;30.8;23.8;17.4;35.3;11;3.5;
2022-11-20;0;31.8;23.9;16.1;51.3;10.6;3.4;
2022-11-21;0;26.6;22.8;21;70.1;19;2.9;
2022-11-22;17.4;26.1;20.6;17;83.1;12.4;3.2;
2022-11-23;null;26.7;21;17.3;72.5;7.8;2.7;
2022-11-24;0;28.7;22.7;15.9;54.7;9.4;3;
2022-11-25;0;28.9;23.1;16.5;49.3;10;4.3;
2022-11-26;0;29.3;23;16.7;57.2;11.7;4.7;
2022-11-27;0;29.5;22.9;18.7;65.1;14.1;5.8;
2022-11-28;0;28.2;22;17;61;12.4;5.4;
2022-11-29;0;28.6;21.9;17.3;66.8;18.4;5.4;
2022-11-30;0;28.6;21.7;17.3;73.9;19.4;3.4;
2022-12-01;0;30.7;22.7;17.9;71.5;10.6;3.4;
2022-12-02;0;32.7;24.1;17.8;66.4;13.6;3.1;
2022-12-03;20.8;29.5;23.7;19.6;77.8;9;2.8;
2022-12-04;.4;30.9;24.3;21;74.7;10;3.2;
2022-12-05;.2;30;23.6;18;75.4;8.5;2.8;
2022-12-06;0;32.6;26.3;21.2;65.8;10;3.1;
2022-12-07;0;33.8;27.2;21.1;55.8;8.3;3;
2022-12-08;0;34.1;27.7;22.4;56.8;12.7;3.3;
2022-12-09;0;32.9;26.8;21.8;67.1;19.4;2.5;
2022-12-10;15.8;32.4;25.8;19.2;65.9;10.5;3.3;
2022-12-11;0;32.5;25.8;21.6;72.5;14.3;2.8;
2022-12-12;0;29.6;24.1;21.8;80.1;9.3;3;
2022-12-13;4;27.7;22.5;17.1;53.8;15.5;4.5;
2022-12-14;0;29.3;22.1;15.6;52;9.6;3.5;
2022-12-15;0;30.3;23.8;18.5;57.6;9;3.2;
2022-12-16;0;29.3;23.6;19.4;54.5;11.1;4;
2022-12-17;0;30.3;22.4;15.3;51.5;15.6;4.3;
2022-12-18;22.4;25.4;19.9;16.6;81.1;10.9;4.2;
2022-12-19;7.4;27.8;20.4;16.3;78.2;11.9;3.4;
2022-12-20;.8;28.1;21.4;15.9;71.8;10;3;
2022-12-21;0;28;22.4;16.9;62.6;9.2;3.5;
2022-12-22;0;29.3;22.8;16.8;57.2;9.3;2.9;
2022-12-23;0;29.9;23.1;16;51.7;8.7;3.1;
2022-12-24;0;30.3;24;18.1;50.8;8.5;3.1;
2022-12-25;0;29.6;23;20;66.7;16.4;3.6;
2022-12-26;11.2;30.3;22.9;16.6;70.5;9.6;2.4;
2022-12-27;0;31.2;23.1;19.6;72.5;16.5;3.2;
2022-12-28;6.8;25.5;20.7;17.9;77.1;12.3;4;
2022-12-29;0;28.9;21.9;14.1;52.7;9;2.6;
2022-12-30;0;30.6;24.2;16.7;44.6;7.3;2.6;
2022-12-31;0;32.4;26;20.3;52.5;11.6;2.4;
2023-01-01;0;33.4;27.5;22.4;54.7;9.8;3.6;
2023-01-02;60.4;28.7;23.5;19.1;76.3;9.7;3.5;
2023-01-03;1.2;27.6;21.7;20.4;89.3;8.6;2.2;
2023-01-04;null;27.3;null;17.4;68.2;9.3;3.4;
2023-01-05;0;28.2;22.9;16.8;48.3;10.4;4;
2023-01-06;0;27.7;22.4;16.4;46.8;10.4;3.7;
2023-01-07;0;27.5;21.9;16;55.8;11.3;3.9;
2023-01-08;0;28.2;22.3;16.2;54.5;8.5;2.9;
2023-01-09;0;29.8;23.3;17.5;52.4;8.2;2.6;
2023-01-10;0;29;23.2;20.1;67.2;13.4;3.4;
2023-01-11;null;30.6;23.1;16.2;66.5;10.2;2.7;
2023-01-12;0;28.8;24;20.1;69.2;12.8;2.9;
2023-01-13;0;26.2;21.1;19;80.4;20.8;3.8;
2023-01-14;4.8;26.4;21;17.3;83.3;8.5;2.5;
2023-01-15;1.2;28.2;22.8;19.4;81.9;7.3;2.4;
2023-01-16;.2;29.7;24.1;19.3;76.6;10.1;2;
2023-01-17;0;31.9;24;21;77.6;14.2;3.1;
2023-01-18;16;31.3;23.5;19.7;80.5;16.4;3.3;
2023-01-19;19.4;30.4;23.8;18.4;75;11.7;3.2;
2023-01-20;0;31.2;25.1;19.7;65.7;8.7;2.9;
2023-01-21;0;30.6;24.8;21;70.1;17.7;3.6;
2023-01-22;21.2;27.1;23.3;19.9;81;14.5;3;
2023-01-23;0;30.3;23.9;20.3;79.1;19.8;2.7;
2023-01-24;10.6;32.3;24;17.1;63;7.7;2.4;
2023-01-25;0;33.3;27;21;47.8;8.4;2.6;
2023-01-26;0;32.5;27.1;21.4;49.9;10;3.1;
2023-01-27;0;32.6;26.6;20.9;52;11.3;2.8;
2023-01-28;0;32.7;27;21.4;54.6;9;2.9;
2023-01-29;0;29;24.4;22.5;71.8;17.9;2.7;
2023-01-30;2.4;30.2;23.3;18.8;76.9;12.2;2.5;
2023-01-31;.4;28.6;23.6;19.6;75.8;9.4;3.3;
2023-02-01;0;31;25.2;20.7;69.9;6.5;2.2;
2023-02-02;0;29.3;25;22.2;74.3;6.4;2.6;
2023-02-03;0;26.9;22.3;21.7;84.3;11.1;3.1;
2023-02-04;21.6;26.7;20.6;17.8;86.9;15.8;2.1;
2023-02-05;6.8;26.9;21.6;16.4;66.3;9.4;2.2;
2023-02-06;0;28.9;23.4;16.7;52.1;8.4;2.4;
2023-02-07;0;31;25;16.5;49.3;6.9;2.3;
2023-02-08;0;31.3;25.6;19.6;53.3;9;2.7;
2023-02-09;0;29.5;24.8;18.1;61.4;9.2;2.8;
2023-02-10;0;27.5;23.4;20.6;67.5;8.2;3.1;
2023-02-11;0;31.4;24.2;17.7;60;10;2.8;
2023-02-12;0;31.9;26.1;20.1;52.7;7.1;2.2;
2023-02-13;0;31.4;26.1;20.9;58.9;10;3.7;
2023-02-14;null;26.7;22.9;22.1;83.1;14.1;3.8;
2023-02-15;21.2;25.8;22.2;18.9;84.2;10.3;3;
2023-02-16;0;29.7;22.3;17.2;80.2;11;2.9;
2023-02-17;27.2;22.8;20;18.8;87.1;11.7;3.8;
2023-02-18;.6;21.5;15;8.7;55.7;10.9;3.5;
2023-02-19;0;27.1;18.4;11.7;64.1;9.9;3.6;
2023-02-20;0;20.3;17.3;16.9;86.3;8.1;2.9;
2023-02-21;14;26.3;19.9;15.7;82.1;7;1.9;
2023-02-22;.2;29.5;23.5;16.8;70.8;9.8;2.9;
2023-02-23;.8;28.8;22.6;20.3;78.3;15;3.8;
2023-02-24;16.4;23.4;20;18.4;89.2;8.1;2.6;
2023-02-25;2.2;27.9;22.5;18.4;79;11.3;4;
2023-02-26;0;24.3;21.1;19.1;76.7;10.7;3.5;
2023-02-27;0;26.9;20.5;15.2;77.4;8.3;3;
2023-02-28;0;29.6;22.8;16.8;66.7;7.6;2.8;
2023-03-01;0;28.5;23.2;19.1;69.4;10.6;3.2;
2023-03-02;0;27.5;22.5;19;79.7;11.5;2.7;
2023-03-03;16.4;23;20.9;19.7;90.7;9.1;2.9;
2023-03-04;13;27.6;22.1;20.4;86.3;11.4;3.7;
2023-03-05;0;26.8;22;19.2;80.6;10;2.7;
2023-03-06;0;26.3;21.3;17.6;79.5;8.4;3.2;
2023-03-07;1.8;29.2;22.8;17.6;76.1;10.3;2.7;
2023-03-08;.2;29.8;22.6;18.7;76.8;18;2.9;
2023-03-09;30.8;26.2;21.4;18.7;83.1;8.1;3.2;
2023-03-10;0;28.9;23.6;18.4;75.6;7.4;2.2;
